Flag,FlagCountry,Name,Draft,Beam,Length,Type,Origin,Destination,EstimatedDayArrival,ShippingCompany
MT,Malta,MERITO,8.6,23.1,150,Portacontenidors,Valencia,Oran,316,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
MT,Malta,MERITO,8.6,23.1,150,Portacontenidors,Bejaia (ex Bougie),Bejaia (ex Bougie),328,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
MT,Malta,MSC AJACCIO,14.5,48.2,299.84,Portacontenidors,Valencia,Genoa,337,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
MT,Malta,MERITO,8.6,23.1,150,Portacontenidors,Valencia,Skikda (ex Philippeville),357,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC DIEGO,13.02,32.2,260,Portacontenidors,Valencia,Livorno,35,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ALYSSA,13,32.2,274,Portacontenidors,Valencia,Gioia Tauro,40,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ANGELA,12.6,32.25,265.06,Portacontenidors,Valencia,Valencia,46,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Valencia,Fos-sur-Mer,55,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEIGH,13.5,32.2,275,Portacontenidors,Halifax,Mersin,61,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MAERSK PUELO,14,40,304,Portacontenidors,Port Said,Valencia,62,MARITIMA DEL MEDITERRANEO SA
PA,Panamà,MSC PAMELA,15.5,45.6,336.64,Portacontenidors,Colombo,Valencia,65,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Alger (Algiers),Valencia,84,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ADELAIDE,14.5,48.2,300,Portacontenidors,Valencia,Genoa,95,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ROSSELLA,12.1,32.2,243,Portacontenidors,La Spezia,Valencia,102,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC CANDICE,15.5,45.6,337,Portacontenidors,Algeciras,Gioia Tauro,115,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ROSSELLA,12.1,32.2,243,Portacontenidors,La Spezia,Valencia,120,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC KIM,12.6,32.25,265,Portacontenidors,Valencia,Piraeus,125,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC PILAR,13.52,32.22,294,Portacontenidors,Valencia,Piraeus,128,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC JOANNA,15.5,45.6,337,Portacontenidors,Valencia,Malaga,132,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ROSSELLA,12.1,32.2,243,Portacontenidors,Casablanca,Fos-sur-Mer,132,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC FEDERICA,13.52,32.22,294,Portacontenidors,Valencia,Piraeus,134,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ROSSELLA,12.1,32.2,243,Portacontenidors,Tarragona,Valencia,142,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LUCY,14.5,42.8,325,Portacontenidors,Mundra,Valencia,144,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC PILAR,13.52,32.22,294,Portacontenidors,Fos-sur-Mer,Fos-sur-Mer,145,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC SANDRA,13,32.2,274,Portacontenidors,Halifax,Fos-sur-Mer,152,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MARTINA,12.1,32.2,243,Portacontenidors,La Spezia,Valencia,154,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ESHA,8.65,23.5,147,Portacontenidors,Valencia,Casablanca,169,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC KIM,12.6,32.25,265,Portacontenidors,Fos-sur-Mer,Valencia,173,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC TAMARA,12.6,32.25,265,Portacontenidors,Halifax,Livorno,176,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC FLOSTA III,11.4,29.8,207,Càrrega (Lo-Lo),Genoa,Valencia,178,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ESHA,8.65,23.5,147,Portacontenidors,Valencia,Oran,181,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MINA,16.5,61,400,Portacontenidors,Gioia Tauro,Valencia,178,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC CANDICE,15.5,45.6,337,Portacontenidors,Algeciras,Gioia Tauro,184,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC KIM,12.6,32.25,265,Portacontenidors,Valencia,Piraeus,193,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC SIXIN,16.5,61,400,Portacontenidors,Gioia Tauro,Valencia,205,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MARTINA,12.1,32.2,243,Portacontenidors,La Spezia,Valencia,208,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC PILAR,13.52,32.22,294,Portacontenidors,Valencia,Piraeus,210,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC RITA,14.5,42.8,324.85,Portacontenidors,King Abdullah City,Valencia,211,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC TAMARA,12.6,32.25,265,Portacontenidors,Halifax,Genoa,214,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC FEDERICA,13.52,32.22,294,Portacontenidors,Valencia,Piraeus,219,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MARTINA,12.1,32.2,243,Portacontenidors,Cadiz,Valencia,221,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MAERSK PUELO,14,40,304.13,Portacontenidors,Algeciras,Gioia Tauro,222,MARITIMA DEL MEDITERRANEO SA
PA,Panamà,MSC PILAR,13.52,32.22,294,Portacontenidors,Fos-sur-Mer,Valencia,224,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC GABRIELLA,11.06,28.4,189,Portacontenidors,La Spezia,Valencia,228,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MARTINA,12.1,32.2,243,Portacontenidors,La Spezia,Valencia,237,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Valencia,Skikda (ex Philippeville),239,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC PILAR,13.52,32.22,294,Portacontenidors,Valencia,Piraeus,244,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MATILDE,13.5,32.25,294.07,Portacontenidors,La Spezia,Valencia,257,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC FEDERICA,13.52,32.22,294,Portacontenidors,Valencia,Piraeus,258,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC CANDICE,15.5,45.6,337,Portacontenidors,Algeciras,Gioia Tauro,263,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Valencia,Skikda (ex Philippeville),264,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Valencia,Skikda (ex Philippeville),272,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MINA,16.5,61,400,Portacontenidors,Gioia Tauro,Valencia,275,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Valencia,Skikda (ex Philippeville),279,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC VERONIQUE,13.5,32.22,294.11,Portacontenidors,Halifax,Livorno,281,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC SANDY III,11.55,29.8,201.05,Portacontenidors,Valencia,Fos-sur-Mer,288,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Valencia,Skikda (ex Philippeville),289,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MARIA PIA,12.5,32.25,195.72,Portacontenidors,Valencia,Piraeus,296,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Valencia,Bejaia (ex Bougie),298,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC FEDERICA,13.52,32.22,294,Portacontenidors,Fos-sur-Mer,Valencia,298,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC FEDERICA,13.52,32.22,294,Portacontenidors,Fos-sur-Mer,La Spezia,304,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC FLAVIA,16.5,48.4,365.75,Portacontenidors,Gioia Tauro,Valencia,305,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC SIXIN,16.5,61,400,Portacontenidors,Gioia Tauro,Valencia,302,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Valencia,Annaba (ex Bone),306,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MARIA PIA,12.5,32.25,195.72,Portacontenidors,Valencia,Fos-sur-Mer,312,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Tarragona,Valencia,322,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC ESTHI,15.5,45.6,337,Portacontenidors,Gioia Tauro,Valencia,330,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC LEVANTE F,8.5,23.25,147.81,Portacontenidors,Valencia,Bejaia (ex Bougie),331,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC MARIA PIA,12.5,32.25,195.72,Portacontenidors,Valencia,Marsaxlokk,334,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC SILVANA,15,43.2,332,Portacontenidors,Boston,Valencia,336,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC AMBRA,16,61.5,400,Portacontenidors,Gioia Tauro,Valencia,337,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,NEWYORKER,11.4,29.8,207.16,Portacontenidors,Tanger Med,Marseille,345,CMA CGM IBERICA SAU
PA,Panamà,MSC ISABELLA,16.5,61,399.77,Portacontenidors,Gioia Tauro,Valencia,343,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC TASMANIA,12.5,32.2,216.05,Portacontenidors,La Spezia,Valencia,349,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC FLORIANA,11.1,28.41,187.26,Portacontenidors,La Spezia,Bejaia (ex Bougie),349,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC CANDICE,15.5,45.6,337,Portacontenidors,Algeciras,Gioia Tauro,354,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PA,Panamà,MSC HAMBURG,16.02,54,399,Portacontenidors,Gioia Tauro,Valencia,358,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,WEC MONDRIAAN,8.71,22.5,134.4,Portacontenidors,Tarragona,Las Palmas,21,WEC LINES ESPAÑA SLU
PT,Portugal,ANNE,8.8,22.6,139,Portacontenidors,Marseille,Valencia,28,CMA CGM IBERICA SAU
PT,Portugal,WEC MONDRIAAN,8.71,22.5,134.44,Portacontenidors,Tarragona,Valencia,35,WEC LINES ESPAÑA SLU
PT,Portugal,MSC JENNY,12,32.2,200.05,Portacontenidors,Valencia,Casablanca,50,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,WEC CORNEILLE,8.71,22.5,134.44,Portacontenidors,Tarragona,Las Palmas,59,WEC LINES ESPAÑA SLU
PT,Portugal,WEC MONDRIAAN,8.71,22.5,134.4,Portacontenidors,Tarragona,Las Palmas,65,WEC LINES ESPAÑA SLU
PT,Portugal,ANNE,8.8,22.6,139,Portacontenidors,Marseille,Valencia,69,CMA CGM IBERICA SAU
PT,Portugal,MACAO,10.7,27.6,179.69,Portacontenidors,Algeciras,Vado Ligure,77,MARITIMA DEL MEDITERRANEO SA
PT,Portugal,MSC JENNY,12,32.2,200.05,Portacontenidors,La Spezia,Tarragona,90,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,GEESKE,8.51,23.25,148,Portacontenidors,Tanger Med,Alger (Algiers),93,MARITIMA DEL MEDITERRANEO SA
PT,Portugal,MSC BUSAN,14.5,42.8,325,Portacontenidors,Valencia,Genoa,128,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,WEC MONDRIAAN,8.71,22.5,134.4,Portacontenidors,Tarragona,Valencia,140,WEC LINES ESPAÑA SLU
PT,Portugal,GEESKE,8.51,23.25,148,Portacontenidors,Tanger Med,Alger (Algiers),146,MARITIMA DEL MEDITERRANEO SA
PT,Portugal,MSC MELINE,14.5,48.2,300,Portacontenidors,Valencia,Genoa,146,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,CONESTE,8.71,22.5,134.44,Portacontenidors,Skikda (ex Philippeville),Valencia,151,CMA CGM IBERICA SAU
PT,Portugal,MSC ANNE F,8.8,22.6,139.14,Portacontenidors,Valencia,Annaba (ex Bone),151,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,JONA SOPHIE,9.19,23.9,139,Portacontenidors,Sagunto,Sagunto,153,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,MACAO,10.7,27.6,179.69,Portacontenidors,Algeciras,Fos-sur-Mer,155,MARITIMA DEL MEDITERRANEO SA
PT,Portugal,WEC MONDRIAAN,8.71,22.5,134.44,Portacontenidors,Tarragona,Valencia,155,WEC LINES ESPAÑA SLU
PT,Portugal,MSC GISELLE,14.5,48.2,299.82,Portacontenidors,Valencia,Genoa,158,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,WEC CORNEILLE,8.71,22.5,134.44,Portacontenidors,Tarragona,Valencia,161,WEC LINES ESPAÑA SLU
PT,Portugal,WEC CORNEILLE,8.71,22.5,134.44,Portacontenidors,Tarragona,Valencia,175,WEC LINES ESPAÑA SLU
PT,Portugal,WILHELMINE,8.5,23.25,147.84,Portacontenidors,Marseille,Tanger Med,177,CMA CGM IBERICA SAU
PT,Portugal,MSC ANNE F,8.8,22.6,139.14,Portacontenidors,Bejaia (ex Bougie),Valencia,186,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MSC SILVIA,14.5,48.2,300,Portacontenidors,Valencia,Genoa,194,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,WEC MONDRIAAN,8.71,22.5,134.4,Portacontenidors,Tarragona,Valencia,196,WEC LINES ESPAÑA SLU
PT,Portugal,WEC CORNEILLE,8.71,22.5,134.44,Portacontenidors,Tarragona,Valencia,203,WEC LINES ESPAÑA SLU
PT,Portugal,MSC ANNE F,8.8,22.6,139.14,Portacontenidors,Valencia,Annaba (ex Bone),208,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MACAO,10.7,27.6,179.69,Portacontenidors,Algeciras,Fos-sur-Mer,210,MARITIMA DEL MEDITERRANEO SA
PT,Portugal,MSC GISELLE,14.5,48.2,299.82,Portacontenidors,Valencia,Livorno,213,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,JONA SOPHIE,9.19,23.9,139,Portacontenidors,Sagunto,Sagunto,215,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,JONA SOPHIE,9.19,23.9,139,Portacontenidors,Sagunto,Sagunto,217,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,MSC MAXINE,14.5,48.2,299.84,Portacontenidors,Fos-sur-Mer,Valencia,216,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MSC ANNE F,8.8,22.6,139.14,Portacontenidors,Valencia,Annaba (ex Bone),228,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,JONA SOPHIE,9.19,23.9,139,Portacontenidors,Sagunto,Sagunto,229,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,JONA SOPHIE,9.19,23.9,139,Portacontenidors,Sagunto,Sagunto,231,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,MSC ANNE F,8.8,22.6,139.14,Portacontenidors,Valencia,Annaba (ex Bone),242,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,GEESKE,8.51,23.25,147.8,Portacontenidors,Tanger Med,Alger (Algiers),246,MARITIMA DEL MEDITERRANEO SA
PT,Portugal,MSC MANZANILLO,13.5,32.2,294.1,Portacontenidors,Valencia,Sines,246,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MSC DARIEN,15.03,42.8,322.97,Portacontenidors,La Spezia,Valencia,249,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MSC ANNE F,8.8,22.6,139.14,Portacontenidors,Annaba (ex Bone),Fos-sur-Mer,252,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,JADRANA,12.5,37.3,255.38,Granelers,Koper,Rotterdam,253,MARTICO SL
PT,Portugal,MSC ANNE F,8.8,22.6,139.14,Portacontenidors,Valencia,Fos-sur-Mer,258,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,WEC CORNEILLE,8.71,22.5,134.44,Portacontenidors,Tarragona,Valencia,259,WEC LINES ESPAÑA SLU
PT,Portugal,MSC GISELLE,14.5,48.2,299.82,Portacontenidors,Valencia,Genoa,266,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MSC ANNE F,8.8,22.6,139.14,Portacontenidors,Valencia,Fos-sur-Mer,271,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,WEC CORNEILLE,8.71,22.5,134.44,Portacontenidors,Tarragona,Valencia,273,WEC LINES ESPAÑA SLU
PT,Portugal,CONESTE,8.71,22.5,134.44,Portacontenidors,Marseille,Valencia,276,CMA CGM IBERICA SAU
PT,Portugal,NORTHERN VOLITION,11.43,29.8,221.7,Portacontenidors,Koper,Rotterdam,277,MARTICO SL
PT,Portugal,BARBARA P,9.19,23.9,138.97,Portacontenidors,Sagunto,Sagunto,278,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,WEC MONDRIAAN,8.71,22.5,134.4,Portacontenidors,Tarragona,Valencia,294,WEC LINES ESPAÑA SLU
PT,Portugal,MSC JULIE,14.5,48.2,299.96,Portacontenidors,Valencia,Livorno,296,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,JONA SOPHIE,9.19,23.9,139,Portacontenidors,Sagunto,Sagunto,299,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,JONA SOPHIE,9.19,23.9,139,Portacontenidors,Sagunto,Sagunto,301,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,WEC CORNEILLE,8.71,22.5,134.44,Portacontenidors,Tarragona,Valencia,301,WEC LINES ESPAÑA SLU
PT,Portugal,MSC NEW HAVEN,14.52,42.8,334,Portacontenidors,Algeciras,Gioia Tauro,310,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MSC BREMERHAVEN,13.45,32.18,293.83,Portacontenidors,Gemlik,Valencia,319,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MSC GISELLE,14.5,48.2,299.82,Portacontenidors,Valencia,Genoa,322,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,JONA SOPHIE,9.19,23.9,138.78,Portacontenidors,Sagunto,Sagunto,327,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,ANDANTE,8.71,22.5,134.44,Portacontenidors,Nemrut Bay,Marseille,327,CMA CGM IBERICA SAU
PT,Portugal,JONA SOPHIE,9.19,23.9,138.78,Portacontenidors,Sagunto,Sagunto,329,SOLUCIONES INTEGRALES MARITIMAS SLU
PT,Portugal,MSC CHARLESTON,14.5,42.8,324.85,Portacontenidors,Gioia Tauro,Valencia,338,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MSC BREMERHAVEN,13.45,32.18,293.83,Portacontenidors,Valencia,Piraeus,340,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,WEC CORNEILLE,8.71,22.5,134.44,Portacontenidors,Tarragona,Valencia,343,WEC LINES ESPAÑA SLU
PT,Portugal,MSC JULIE,14.5,48.2,299.96,Portacontenidors,Valencia,Genoa,354,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
PT,Portugal,MSC SILVIA,14.5,48.2,300,Portacontenidors,Gioia Tauro,Valencia,359,MEDITERRANEAN SHIPPING COM ESPAÑA SLU
SG,Singapur,ATLANTIC MERCHANT,8.51,23.25,147.8,Portacontenidors,Marseille,Djen-Djen,144,CMA CGM IBERICA SAU
SG,Singapur,X-PRESS IRAZU,10.9,27.4,177,Portacontenidors,Livorno,Lisboa,163,OCIDENAVE ESPAÑA SL
SG,Singapur,ATLANTIC MERCHANT,8.51,23.25,147.8,Portacontenidors,Marseille,Tanger Med,223,CMA CGM IBERICA SAU
SG,Singapur,X-PRESS IRAZU,10.9,27.4,176.9,Portacontenidors,Genoa,Valencia,241,ANTILLAS SEA AGENCY SL
SG,Singapur,GREEN SEA,9.77,27.4,172.07,Portacontenidors,Genoa,Valencia,261,A PEREZ Y CIA SL
SG,Singapur,ATLANTIC MERCHANT,8.51,23.25,147.8,Portacontenidors,Marseille,Tanger Med,262,CMA CGM IBERICA SAU
SG,Singapur,ATLANTIC MERCHANT,8.51,23.25,147.8,Portacontenidors,Marseille,Oran,339,CMA CGM IBERICA SAU
SG,Singapur,X-PRESS MACHU PICCHU,11.28,32.2,200,Portacontenidors,Genoa,Valencia,358,A PEREZ Y CIA SL
MH,Illes Marshall,BOMAR JUPITER,8.9,20.4,128.8,Tancs,Genoa,Casablanca,222,ALFASHIP MARITIME SERVICES SL 
MT,Malta,MANAS,7.98,18.9,131.84,Tancs,Tarragona,Cartagena,334,ALFASHIP MARITIME SERVICES SL 
NL,Països Baixos,NQ CALIPSO,7.85,19,126.73,Tancs,Las Palmas,Cartagena,265,ALFASHIP MARITIME SERVICES SL 
NL,Països Baixos,VENEZIA D,7.85,19,126.72,Tancs,Genoa,Cartagena,361,ALFASHIP MARITIME SERVICES SL 
BS,Bahames,LYRIC MAGNOLIA,14.66,44,249.9,Petroliers,El Suweis (= Suez),Jorf Lasfar,253,MH BLAND SL
CY,Xipre,BALTIC ADVANCE,11.22,27.34,183,Tancs,Ventspils,Malta (Valetta),127,IBERICA MARITIMA BARCELONA SA
CY,Xipre,OTELLO,7.6,17,104.95,Tancs,Leixoes,Fos-sur-Mer,277,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,NORDIC MAYA,9.67,24.19,144.09,Tancs,Lake Charles,Genoa,253,IBERICA MARITIMA BARCELONA SA
IT,Itàlia,FENICUSA M,11.11,31,176,Tancs,Palma de Mallorca,Porto Foxi (Sarroch),57,ITALMAR 3000 SL
IT,Itàlia,IEVOLI SPRINT,6.45,15.4,100,Tancs,Cagliari,Fos-sur-Mer,57,IBERICA MARITIMA BARCELONA SA
IT,Itàlia,IEVOLI SPRINT,6.45,15.4,99.9,Tancs,Follonica,Porto Foxi (Sarroch),128,IBERICA MARITIMA BARCELONA SA
IT,Itàlia,IEVOLI SPRINT,6.45,15.4,99.9,Tancs,Follonica,Lavera,236,IBERICA MARITIMA BARCELONA SA
IT,Itàlia,IEVOLI SPEED,7.45,18,109.95,Tancs,Cagliari,Valencia,324,IBERICA MARITIMA BARCELONA SA
LR,Libèria,STOLT SPAN,10.12,23.72,163,Tancs,Lake Charles,Gebze,27,MARITIMA DEL MEDITERRANEO SA
LR,Libèria,ZALIV AMURSKIY,15.16,42,244,Petroliers,Ruwais Port,Amsterdam,29,BERGE MARITIMA SL
LR,Libèria,GHIBLI,14.82,44,250,Petroliers,Fiumicino/Roma,Ceyhan,72,BERGE MARITIMA SL
LR,Libèria,STOLT VANGUARD,10.52,25.5,159,Tancs,Tarragona,Marseille,162,MARITIMA DEL MEDITERRANEO SA
LR,Libèria,STOLT VANGUARD,10.52,25.5,159,Tancs,Tarragona,Marseille,166,MARITIMA DEL MEDITERRANEO SA
LR,Libèria,SOLAR CHERYL,13.3,32.2,183.15,Tancs,Adabiya,Livorno,173,E ERHARDT Y CIA SA
MH,Illes Marshall,CITY ISLAND,9.62,24.19,144,Tancs,Tarragona,Livorno,96,MARITIMA DEL MEDITERRANEO SA
MH,Illes Marshall,CLEAR STARS,15.02,44,249.9,Petroliers,Primorsk (Koivisto),Genoa,190,MH BLAND SL
MH,Illes Marshall,TRF MOBILE,11.52,27.4,184,Tancs,El Suweis (= Suez),Livorno,206,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,ARISTIDIS,11.48,27.4,184.02,Tancs,Gibraltar,Tarragona,222,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,CHEM TIGER,9.95,23.7,145.53,Tancs,Lake Charles,Genoa,224,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,ADVANTAGE LIFE,14.66,44,250,Petroliers,El Suweis (= Suez),Bilbao,250,NEXT MARITIME SL
MH,Illes Marshall,TRF MOBILE,11.52,27.4,184,Tancs,Livorno,Yanbu al-Bahr,270,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,FRONT FAVOUR,14.65,44,249.93,Petroliers,El Suweis (= Suez),Gibraltar,349,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,ORANGE STARS,15.02,43.8,248.97,Tancs,Bilbao,Gibraltar,350,NEXT MARITIME SL
MT,Malta,ALVISE DP,7.46,18.2,115,Tancs,Tarragona,Lavera,62,IBERICA MARITIMA BARCELONA SA
MT,Malta,VERONICA DP,7.56,19,112,Tancs,Tarragona,Lavera,112,IBERICA MARITIMA BARCELONA SA
MT,Malta,MARVEA,11.1,31,176,Tancs,Huelva,Desconegut,120,ALFASHIP MARITIME SERVICES SL 
MT,Malta,IRENE DP,7.77,18.2,115.99,Tancs,Tarragona,Huelva,204,IBERICA MARITIMA BARCELONA SA
MT,Malta,CHEM EAGLE,10.02,26.2,170.11,Tancs,Tarragona,Desconegut,237,ALFASHIP MARITIME SERVICES SL 
MT,Malta,CIELO DI ULSAN,11.92,27.4,184.26,Tancs,Malta (Valetta),Genoa,326,BERGE MARITIMA SL
